action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25653489,[],CHEMBL5371698,Inhibition of human NSD2 overexpressed in Escherichia coli BL21(DE3) using nucleosome as substrate by SPA analysis,B,,,BAO_0000190,BAO_0000019,assay format,CC1=CCC(C(=O)/N=C2\CC=C(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c32)=C/C1=N/C(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)/N=C3/CC(C(=O)/N=C4\CC=C(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c54)=CC=C3C)C2)C1,,,CHEMBL5370547,Eur J Med Chem,2023,"{'bei': '3.61', 'le': None, 'lle': None, 'sei': None}",CHEMBL3040216,,CHEMBL3040216,4.68,0,http://www.openphacts.org/units/Nanomolar,3996865,=,1,1,=,,IC50,nM,,21000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,21.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25653490,[],CHEMBL5371698,Inhibition of human NSD2 overexpressed in Escherichia coli BL21(DE3) using nucleosome as substrate by SPA analysis,B,,,BAO_0000190,BAO_0000019,assay format,CN1C(=O)[C@@]23C[C@]4([C@]56C[C@@]78SS[C@@](CO)(C(=O)N7[C@H]5Nc5ccccc56)N(C)C8=O)c5ccccc5N[C@@H]4N2C(=O)[C@]1(CO)SS3,,,CHEMBL5370547,Eur J Med Chem,2023,"{'bei': '7.49', 'le': '0.16', 'lle': '3.89', 'sei': '3.58'}",CHEMBL1089316,CHAETOCIN,CHEMBL1089316,5.22,0,http://www.openphacts.org/units/Nanomolar,3996866,=,1,1,=,,IC50,nM,,6000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,6.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25653491,[],CHEMBL5371698,Inhibition of human NSD2 overexpressed in Escherichia coli BL21(DE3) using nucleosome as substrate by SPA analysis,B,,,BAO_0000190,BAO_0000019,assay format,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,,,CHEMBL5370547,Eur J Med Chem,2023,"{'bei': '10.76', 'le': '0.21', 'lle': '6.16', 'sei': '1.97'}",CHEMBL1214186,SINEFUNGIN,CHEMBL1214186,4.10,1,http://www.openphacts.org/units/Nanomolar,3996867,=,1,1,=,,IC50,nM,,79000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,79.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25653493,[],CHEMBL5371700,Inhibition of human NSD2 SET domain assessed as reduction in H3K36 methylation,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,,,CHEMBL5370547,Eur J Med Chem,2023,"{'bei': '9.20', 'le': '0.17', 'lle': '0.91', 'sei': '6.65'}",CHEMBL1895209,,CHEMBL1895209,4.39,1,http://www.openphacts.org/units/Nanomolar,3996882,=,1,1,=,,IC50,nM,,41000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,41.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25653498,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '30.0'}]",CHEMBL5371705,Inhibition of N-terminal GST-tagged human NSD2 (941 to 1240 residues ) expressed in Escherichia coli using 3[H] SAM as substrate measured after 30 mins by biochemical assay,B,,,BAO_0000190,BAO_0000019,assay format,CCC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)CNC(C)=O)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(N)=O)[C@@H](C)CC,,,CHEMBL5370547,Eur J Med Chem,2023,"{'bei': '7.61', 'le': '0.15', 'lle': '5.71', 'sei': '1.86'}",CHEMBL5414580,,CHEMBL5414580,4.66,0,http://www.openphacts.org/units/Nanomolar,3996870,=,1,1,=,,IC50,nM,,22000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,22.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25653499,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.333', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '80.0'}]",CHEMBL5371706,Inhibition of N-terminal polyhistidine-tagged human NSD2 expressed in baculovirus infected insect cell using SAM as substrate preincubated for 20 mins followed by substrate addition measured after 1 hrs by hotspot assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21,,,CHEMBL5370547,Eur J Med Chem,2023,"{'bei': '21.04', 'le': '0.42', 'lle': '5.94', 'sei': '9.46'}",CHEMBL337173,,CHEMBL337173,6.77,1,http://www.openphacts.org/units/Nanomolar,3996871,=,1,1,=,,IC50,nM,,170.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.17
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25653500,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.333', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '80.0'}]",CHEMBL5371706,Inhibition of N-terminal polyhistidine-tagged human NSD2 expressed in baculovirus infected insect cell using SAM as substrate preincubated for 20 mins followed by substrate addition measured after 1 hrs by hotspot assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl,,,CHEMBL5370547,Eur J Med Chem,2023,"{'bei': '12.19', 'le': '0.23', 'lle': '-0.14', 'sei': '6.68'}",CHEMBL1215331,PF-03882845,CHEMBL1215331,5.12,0,http://www.openphacts.org/units/Nanomolar,3996872,=,1,1,=,,IC50,nM,,7600.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,7.6
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25653501,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.333', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '80.0'}]",CHEMBL5371706,Inhibition of N-terminal polyhistidine-tagged human NSD2 expressed in baculovirus infected insect cell using SAM as substrate preincubated for 20 mins followed by substrate addition measured after 1 hrs by hotspot assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(-n2nc(C(=O)O)cc2-c2ccc(C3CCCCC3)c(Cl)c2)c1,,,CHEMBL5370547,Eur J Med Chem,2023,"{'bei': '12.34', 'le': '0.24', 'lle': '-0.88', 'sei': '7.88'}",CHEMBL2058156,,CHEMBL2058156,5.07,0,http://www.openphacts.org/units/Nanomolar,3996873,=,1,1,=,,IC50,nM,,8500.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,8.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25653502,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.333', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '80.0'}]",CHEMBL5371706,Inhibition of N-terminal polyhistidine-tagged human NSD2 expressed in baculovirus infected insect cell using SAM as substrate preincubated for 20 mins followed by substrate addition measured after 1 hrs by hotspot assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,,,CHEMBL5370547,Eur J Med Chem,2023,"{'bei': '6.64', 'le': '0.13', 'lle': '-2.89', 'sei': '3.35'}",CHEMBL3137309,VENETOCLAX,CHEMBL3137309,5.77,0,http://www.openphacts.org/units/Nanomolar,3996874,=,1,1,=,,IC50,nM,,1700.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,1.7
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25653533,[],CHEMBL5371722,Inhibition of human NSD2 SET domain using histone H3 as substrate assessed as reduction in H3K36 methylation,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1O[C@@H](C(=O)N2CCN(Cc3nc4sc5c(c4c(=O)[nH]3)CCCC5)CC2)Cc2ccccc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5370547,Eur J Med Chem,2023,,CHEMBL4860876,,CHEMBL4860876,,1,http://www.openphacts.org/units/Nanomolar,3996868,=,1,1,=,,IC50,nM,,132000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,132.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25653534,[],CHEMBL5371722,Inhibition of human NSD2 SET domain using histone H3 as substrate assessed as reduction in H3K36 methylation,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCCCN(Cc1nc2sc3c(c2c(=O)[nH]1)CCCC3)Cc1nc2sc3c(c2c(=O)[nH]1)CCCC3)c1cc2ccccc2c(=O)o1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5370547,Eur J Med Chem,2023,,CHEMBL5416266,,CHEMBL5416266,,0,http://www.openphacts.org/units/Nanomolar,3996869,=,1,1,=,,IC50,nM,,111000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,111.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711165,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5388285,Inhibition of 15N-labeled NSD2 (953 to 1240 residues) (unknown origin) expressed in Escherichia coli BL21 DE3 using H3K36 as substrate incubated for 60 mins by Alphascreen assay,B,,,BAO_0000190,BAO_0000019,assay format,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,,,CHEMBL5385898,Eur J Med Chem,2023,"{'bei': '11.37', 'le': '0.22', 'lle': '6.40', 'sei': '2.08'}",CHEMBL1214186,SINEFUNGIN,CHEMBL1214186,4.34,0,http://www.openphacts.org/units/Nanomolar,4008099,=,1,1,=,,IC50,nM,,46000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,46.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711166,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5388285,Inhibition of 15N-labeled NSD2 (953 to 1240 residues) (unknown origin) expressed in Escherichia coli BL21 DE3 using H3K36 as substrate incubated for 60 mins by Alphascreen assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCN[C@@H](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,,,CHEMBL5385898,Eur J Med Chem,2023,"{'bei': '12.94', 'le': '0.25', 'lle': '6.50', 'sei': '2.82'}",CHEMBL3414624,,CHEMBL3414624,5.48,1,http://www.openphacts.org/units/Nanomolar,4008100,=,1,1,=,,IC50,nM,,3300.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,3.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711167,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5388285,Inhibition of 15N-labeled NSD2 (953 to 1240 residues) (unknown origin) expressed in Escherichia coli BL21 DE3 using H3K36 as substrate incubated for 60 mins by Alphascreen assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)CN[C@@H](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,,,CHEMBL5385898,Eur J Med Chem,2023,"{'bei': '13.13', 'le': '0.25', 'lle': '6.52', 'sei': '2.95'}",CHEMBL5441106,,CHEMBL5441106,5.75,0,http://www.openphacts.org/units/Nanomolar,4008101,=,1,1,=,,IC50,nM,,1800.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,1.8
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711168,[],CHEMBL5388286,Inhibition of NSD2 (unknown origin) using H3K36 as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1O[C@@H](C(=O)N2CCN(Cc3nc4sc5c(c4c(=O)[nH]3)CCCC5)CC2)Cc2ccccc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5385898,Eur J Med Chem,2023,,CHEMBL4860876,,CHEMBL4860876,,1,http://www.openphacts.org/units/Nanomolar,4008103,=,1,1,=,,IC50,nM,,132000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,132.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711169,[],CHEMBL5388286,Inhibition of NSD2 (unknown origin) using H3K36 as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCCCN(Cc1nc2sc3c(c2c(=O)[nH]1)CCCC3)Cc1nc2sc3c(c2c(=O)[nH]1)CCCC3)c1cc2ccccc2c(=O)o1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5385898,Eur J Med Chem,2023,,CHEMBL5416266,,CHEMBL5416266,,1,http://www.openphacts.org/units/Nanomolar,4008104,=,1,1,=,,IC50,nM,,111000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,111.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711172,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.333', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '140.0'}]",CHEMBL5388289,Inhibition of recombinant NSD2-SET (unknown origin) expressed in Escherichia coli BL21 using H3K36 as substrate preincubated for 20 mins followed by SAM addition and measured after 120 mins by colorimetric assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N1CCC(N2C[C@H]3C[C@@H](C2)c2ccc(-c4ccccc4CN4CCOCC4)c(=O)n2C3)CC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5385898,Eur J Med Chem,2023,,CHEMBL4876215,,CHEMBL4876215,,0,http://www.openphacts.org/units/Nanomolar,4008102,=,1,1,=,,IC50,nM,,890000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,890.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711173,[],CHEMBL5388290,Inhibition of NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nnc2ccc(NC(=O)Nc3cccc([N+](=O)[O-])c3)cc21,,,CHEMBL5385898,Eur J Med Chem,2023,"{'bei': '16.27', 'le': '0.30', 'lle': '2.56', 'sei': '4.42'}",CHEMBL5431172,,CHEMBL5431172,5.08,0,http://www.openphacts.org/units/Nanomolar,4008105,=,1,1,=,,IC50,nM,,8300.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,8.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711174,[],CHEMBL5388290,Inhibition of NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(NC(=O)Nc2ccc3nnsc3c2)cc(C(=O)OC)c1,,,CHEMBL5385898,Eur J Med Chem,2023,"{'bei': '14.06', 'le': '0.27', 'lle': '2.52', 'sei': '4.55'}",CHEMBL5427103,,CHEMBL5427103,5.43,1,http://www.openphacts.org/units/Nanomolar,4008106,=,1,1,=,,IC50,nM,,3700.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,3.7
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711175,[],CHEMBL5388290,Inhibition of NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cccc([N+](=O)[O-])c1)Nc1ccc2nnsc2c1,,,CHEMBL5385898,Eur J Med Chem,2023,"{'bei': '16.87', 'le': '0.33', 'lle': '2.08', 'sei': '4.83'}",CHEMBL5418173,,CHEMBL5418173,5.32,1,http://www.openphacts.org/units/Nanomolar,4008107,=,1,1,=,,IC50,nM,,4800.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,4.8
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711176,[],CHEMBL5388290,Inhibition of NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1cccc(NC(=O)Nc2ccc3nnsc3c2)c1,,,CHEMBL5385898,Eur J Med Chem,2023,"{'bei': '17.35', 'le': '0.33', 'lle': '1.91', 'sei': '5.65'}",CHEMBL5393738,,CHEMBL5393738,5.12,1,http://www.openphacts.org/units/Nanomolar,4008108,=,1,1,=,,IC50,nM,,7500.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,7.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711177,[],CHEMBL5388290,Inhibition of NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1cc(NC(=O)Nc2ccc3nnsc3c2)cc(C(=O)OC)c1,,,CHEMBL5385898,Eur J Med Chem,2023,"{'bei': '12.81', 'le': '0.25', 'lle': '1.84', 'sei': '4.16'}",CHEMBL5402134,,CHEMBL5402134,5.09,1,http://www.openphacts.org/units/Nanomolar,4008109,=,1,1,=,,IC50,nM,,8100.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,8.1
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711178,[],CHEMBL5388290,Inhibition of NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)c1ccc(-c2cc(NC(=O)Nc3ccc4nnsc4c3)cc(C(F)(F)F)c2)s1,,,CHEMBL5385898,Eur J Med Chem,2023,"{'bei': '11.11', 'le': '0.23', 'lle': '-1.15', 'sei': '6.12'}",CHEMBL5420895,,CHEMBL5420895,5.14,1,http://www.openphacts.org/units/Nanomolar,4008110,=,1,1,=,,IC50,nM,,7300.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,7.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711183,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '72.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '72.0'}]",CHEMBL5388295,Inhibition of NSD2 in human CGTH-W-1 cells assessed as reduction in H3K36me2 level incubated for 72 hrs by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ncnc2c1ncn2Cc1cc(-c2ccc(F)c(F)c2)ncc1N1CCC[C@](N)(c2ccccn2)C1,,,CHEMBL5385898,Eur J Med Chem,2023,"{'bei': '15.08', 'le': '0.28', 'lle': '4.09', 'sei': '6.21'}",CHEMBL5422710,,CHEMBL5422710,7.75,0,http://www.openphacts.org/units/Nanomolar,4008111,=,1,1,=,,IC50,nM,,18.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.018
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711184,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '72.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '72.0'}]",CHEMBL5388295,Inhibition of NSD2 in human CGTH-W-1 cells assessed as reduction in H3K36me2 level incubated for 72 hrs by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)[C@@]1(N)CCCN(c2cnc(-c3cccc(F)c3)cc2Cn2cnc3c(N)ncnc32)C1,,,CHEMBL5385898,Eur J Med Chem,2023,"{'bei': '16.66', 'le': '0.31', 'lle': '6.22', 'sei': '5.62'}",CHEMBL5438639,,CHEMBL5438639,7.92,0,http://www.openphacts.org/units/Nanomolar,4008112,=,1,1,=,,IC50,nM,,12.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.012
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25711185,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '72.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '72.0'}]",CHEMBL5388295,Inhibition of NSD2 in human CGTH-W-1 cells assessed as reduction in H3K36me2 level incubated for 72 hrs by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@H](C)C(=O)[C@@]1(N)CCCN(c2cnc(-c3ccc(F)c(F)c3)cc2Cn2cnc3c(N)ncnc32)C1,,,CHEMBL5385898,Eur J Med Chem,2023,"{'bei': '14.21', 'le': '0.27', 'lle': '3.69', 'sei': '5.74'}",CHEMBL5437594,,CHEMBL5437594,7.40,0,http://www.openphacts.org/units/Nanomolar,4008113,=,1,1,=,,IC50,nM,,40.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.04
